lat,lon,vader_compound,
45.434022,12.339525,-19,
45.434147,12.339619,-19,
45.433719,12.338236,-19,
45.433716,12.337922,-19,
45.435002,12.341916,-19,
45.433048,12.338354,-19,
45.433048,12.338354,-19,
45.433048,12.338354,-19,
45.433026,12.338118,-19,
45.434011,12.338376,-19,
45.433755,12.33947,-19,
45.431854,12.330345,-19,
45.434026,12.339341,-19,
45.433612,12.33976,-19,
45.433454,12.339835,-19,
45.434331,12.338998,-19,
45.434331,12.338998,-19,
45.434331,12.338998,-19,
45.434331,12.338998,-19,
45.434331,12.338998,-19,
45.434049,12.338311,-19,
45.434049,12.338311,-19,
45.437572,12.33682,-19,
45.432822,12.337968,-19,
45.434282,12.338204,-19,
45.434282,12.338204,-19,
45.43374,12.340296,-19,
45.43374,12.340296,-19,
45.43374,12.340296,-19,
45.43374,12.340296,-19,
45.43374,12.340296,-19,
45.433831,12.332915,-19,
45.433831,12.332915,-19,
45.433831,12.332915,-19,
45.434077,12.338489,-19,
45.43362,12.338654,-19,
45.433816,12.339057,-19,
45.433835,12.339765,-19,
45.433891,12.338268,-19,
45.433816,12.339057,-19,
45.433236,12.339772,-19,
45.445527,12.326578,-19,
45.434026,12.33947,-19,
45.434399,12.339153,-19,
45.438476,12.338987,-19,
45.433232,12.338837,-19,
45.433419,12.340494,-19,
45.434944,12.33975,-19,
45.429588,12.342572,-19,
45.429588,12.342572,-19,
45.429588,12.342572,-19,
45.433379,12.339985,-19,
45.43356,12.340242,-19,
45.433891,12.339491,-19,
45.434019,12.338601,-19,
45.433835,12.339765,-19,
45.429586,12.342647,-19,
45.429586,12.342647,-19,
45.429586,12.342647,-19,
45.429586,12.342647,-19,
45.429586,12.342647,-19,
45.429586,12.342647,-19,
45.429586,12.342647,-19,
45.429586,12.342647,-19,
45.429586,12.342647,-19,
45.433026,12.338118,-19,
45.433078,12.340178,-19,
45.433251,12.339792,-19,
45.434,12.336595,-19,
45.433575,12.339963,-19,
45.434077,12.338489,-19,
45.433686,12.338,-19,
45.433686,12.338,-19,
45.442458,12.324042,-19,
45.433857,12.337957,-19,
45.434052,12.338117,-19,
45.434137,12.33991,-19,
45.433206,12.339845,-19,
45.444827,12.330822,-19,
45.433729,12.339717,-19,
45.436863,12.356966,-19,
45.433505,12.340454,-19,
45.433786,12.338773,-19,
45.433786,12.338773,-19,
45.433786,12.338773,-19,
45.433816,12.339057,-19,
45.433816,12.339057,-19,
45.433313,12.340011,-19,
45.433357,12.339087,-19,
45.433357,12.339087,-19,
45.433357,12.339087,-19,
45.437636,12.334835,-19,
45.433879,12.337184,-19,
45.434102,12.338569,-19,
45.434252,12.338773,-19,
45.434496,12.346635,-19,
45.441178,12.322776,-19,
45.433676,12.339287,-19,
45.433578,12.339931,-19,
45.433352,12.339768,-19,
45.43359,12.33933,-19,
45.434584,12.338654,-19,
45.435532,12.323634,-19,
45.433265,12.339852,-19,
45.434358,12.338944,-19,
45.433319,12.339985,-19,
45.43362,12.339577,-19,
45.434313,12.338504,-19,
45.434046,12.337823,-19,
45.433176,12.339652,-19,
45.433771,12.341133,-19,
45.433673,12.340618,-19,
45.434057,12.338172,-19,
45.434057,12.338172,-19,
45.43368,12.33859,-19,
45.433605,12.33829,-19,
45.433288,12.340197,-19,
45.43098,12.337019,-19,
45.433869,12.338211,-19,
45.433327,12.340202,-19,
45.433577,12.340663,-19,
45.434152,12.339352,-19,
45.433736,12.340188,-19,
45.433327,12.339944,-19,
45.433825,12.341863,-19,
45.433747,12.341513,-19,
45.430961,12.337002,-19,
45.434486,12.338811,-19,
45.433637,12.340211,-19,
45.433483,12.339961,-19,
45.433955,12.342852,-19,
45.434147,12.339084,-19,
45.433637,12.340211,-19,
45.433699,12.338313,-19,
45.43368,12.337683,-19,
45.433522,12.340694,-19,
45.433869,12.338227,-19,
45.434172,12.339716,-19,
45.433963,12.342847,-19,
45.434358,12.338647,-19,
45.43365,12.341025,-19,
45.433922,12.342547,-19,
45.433078,12.337989,-19,
45.433078,12.337989,-19,
45.433078,12.337989,-19,
45.433078,12.337989,-19,
45.433078,12.337989,-19,
45.433078,12.337989,-19,
45.433078,12.337989,-19,
45.433078,12.337989,-19,
45.440787,12.321188,-19,
45.433454,12.340221,-19,
45.434478,12.338826,-19,
45.433627,12.337655,-19,
45.433519,12.337716,-19,
45.4336,12.337655,-19,
45.433544,12.337727,-19,
45.43683,12.339613,-19,
45.43968,12.330958,-19,
45.439369,12.333158,-19,
45.43353,12.337769,-19,
45.433572,12.337683,-19,
45.433625,12.336877,-19,
45.434294,12.338322,-19,
45.433524,12.337705,-19,
45.439086,12.335522,-19,
45.434064,12.338376,-19,
45.434034,12.338333,-19,
45.433376,12.340259,-19,
45.433966,12.338483,-19,
45.429933,12.34263,-19,
45.433427,12.340145,-19,
45.433401,12.339084,-19,
45.433595,12.340124,-19,
45.433401,12.339084,-19,
45.433595,12.340124,-19,
45.4355,12.334472,-19,
45.4355,12.334472,-19,
45.431083,12.335586,-19,
45.431376,12.337367,-19,
45.433336,12.340521,-19,
45.43336,12.339824,-19,
45.431467,12.329927,-19,
45.433286,12.339897,-19,
45.434358,12.338333,-19,
45.434358,12.338333,-19,
45.436406,12.336251,-19,
45.453395,12.34771,-19,
45.438241,12.339802,-19,
45.433606,12.339566,-19,
45.434192,12.339599,-19,
45.433304,12.339835,-19,
45.434193,12.33743,-19,
45.433417,12.339695,-19,
45.433853,12.337882,-19,
45.438592,12.335015,-19,
45.43295,12.324975,-19,
45.432902,12.349897,-19,
45.433617,12.341219,-19,
45.445544,12.327922,-19,
45.445466,12.328047,-19,
45.438569,12.334706,-19,
45.433078,12.337024,-19,
45.434336,12.338784,-19,
45.434486,12.349995,-19,
45.434486,12.349995,-19,
45.434094,12.33844,-19,
45.433055,12.337893,-19,
45.429705,12.358712,-19,
45.433944,12.338021,-19,
45.434501,12.339084,-19,
45.433959,12.337764,-19,
45.433665,12.339706,-19,
45.440321,12.321382,-19,
45.433213,12.339572,-19,
45.433499,12.339599,-19,
45.433819,12.338241,-19,
45.433819,12.338241,-19,
45.433071,12.338333,-19,
45.433831,12.33829,-19,
45.433349,12.33991,-19,
45.433071,12.338333,-19,
45.433319,12.340393,-19,
45.434072,12.338483,-19,
45.433261,12.340246,-19,
45.433722,12.339625,-19,
45.43816,12.331855,-19,
45.433981,12.337925,-19,
45.433635,12.340049,-19,
45.437188,12.356379,-19,
45.433477,12.340114,-19,
45.433222,12.335661,-19,
45.434113,12.339938,-19,
45.433387,12.340489,-19,
45.433959,12.344416,-19,
45.434452,12.338966,-19,
45.433959,12.344416,-19,
45.433706,12.338241,-19,
45.43866,12.335371,-19,
45.433308,12.340069,-19,
45.432641,12.336444,-19,
45.435186,12.340594,-19,
45.432882,12.338633,-19,
45.433198,12.33314,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433206,12.339588,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433266,12.339706,-19,
45.433206,12.339588,-19,
45.433266,12.339706,-19,
45.433206,12.339588,-19,
45.434079,12.339084,-19,
45.434079,12.339084,-19,
45.434079,12.339084,-19,
45.434079,12.339084,-19,
45.436503,12.350081,-19,
45.436503,12.350081,-19,
45.436503,12.350081,-19,
45.436503,12.350081,-19,
45.436503,12.350081,-19,
45.436503,12.350081,-19,
45.436503,12.350081,-19,
45.436503,12.350081,-19,
45.436503,12.350081,-19,
45.436375,12.349984,-19,
45.436375,12.349984,-19,
45.436375,12.349984,-19,
45.436375,12.349984,-19,
45.436375,12.349984,-19,
45.436375,12.349984,-19,
45.433575,12.338097,-19,
45.433575,12.338097,-19,
45.433575,12.338097,-19,
45.434163,12.338741,-19,
45.433891,12.343118,-19,
45.436511,12.35007,-19,
45.434011,12.33771,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.433891,12.343118,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.434011,12.33771,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.436511,12.35007,-19,
45.433891,12.343118,-19,
45.433891,12.343118,-19,
45.433669,12.340655,-19,
45.437999,12.335813,-19,
45.43368,12.340963,-19,
45.434974,12.342147,-19,
45.433355,12.340397,-19,
45.433322,12.340297,-19,
45.433372,12.340422,-19,
45.431015,12.334663,-19,
45.434298,12.336273,-19,
45.433048,12.338354,-19,
45.433048,12.338354,-19,
45.433048,12.338354,-19,
45.434441,12.338891,-19,
45.434005,12.342394,-19,
45.433465,12.340332,-19,
45.437881,12.335865,-19,
45.434282,12.339073,-19,
45.434038,12.338944,-19,
45.430729,12.329943,-19,
45.431045,12.336959,-19,
45.434026,12.337946,-19,
45.437188,12.356379,-19,
45.437188,12.356379,-19,
45.437188,12.356379,-19,
45.434026,12.337946,-19,
45.434026,12.337946,-19,
45.437354,12.340457,-19,
45.434026,12.337946,-19,
45.434147,12.338268,-19,
45.434343,12.338762,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.435901,12.3196,-19,
45.433371,12.33977,-19,
45.433371,12.33977,-19,
45.432957,12.338182,-19,
45.433409,12.34006,-19,
45.434343,12.339041,-19,
45.433341,12.33991,-19,
45.433236,12.339772,-19,
45.434614,12.338998,-19,
45.434222,12.338279,-19,
45.433835,12.337474,-19,
45.433778,12.339631,-19,
45.433778,12.339631,-19,
45.433914,12.33874,-19,
45.431016,12.334666,-19,
45.445928,12.337464,-19,
45.434042,12.338354,-19,
45.433213,12.339234,-19,
45.433668,12.337941,-19,
45.433891,12.338268,-19,
45.43006,12.342934,-19,
45.433612,12.338488,-19,
45.433612,12.338488,-19,
45.434026,12.337946,-19,
45.434026,12.337946,-19,
45.434343,12.338944,-19,
45.433409,12.34006,-19,
45.433868,12.338912,-19,
45.434403,12.338719,-19,
45.43384,12.339534,-19,
45.434026,12.337946,-19,
45.433575,12.34065,-19,
45.433398,12.340157,-19,
45.433409,12.34006,-19,
45.433289,12.340049,-19,
45.434343,12.338944,-19,
45.433921,12.338654,-19,
45.434026,12.337946,-19,
45.433409,12.34006,-19,
45.443316,12.334547,-19,
45.433857,12.33763,-19,
45.433225,12.339819,-19,
45.433981,12.33829,-19,
45.443757,12.327207,-19,
45.438167,12.335693,-19,
45.438167,12.335693,-19,
45.434192,12.338783,-19,
45.443757,12.327207,-19,
45.455306,12.352688,-19,
45.434181,12.338247,-19,
45.438468,12.335168,-19,
45.433597,12.338038,-19,
45.434036,12.338633,-19,
45.43768,12.3358,-19,
45.434339,12.338708,-19,
45.443071,12.340634,-19,
45.433595,12.340124,-19,
45.433427,12.340145,-19,
45.433427,12.340145,-19,
45.433427,12.340145,-19,
45.433427,12.340145,-19,
45.433401,12.339084,-19,
45.433427,12.340145,-19,
45.433427,12.340145,-19,
45.433595,12.340124,-19,
45.433427,12.340145,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433427,12.340145,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433427,12.340145,-19,
45.433427,12.340145,-19,
45.433401,12.339084,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433595,12.340124,-19,
45.433427,12.340145,-19,
45.433595,12.340124,-19,
45.433401,12.339084,-19,
45.433595,12.340124,-19,
45.433401,12.339084,-19,
45.434177,12.338376,-19,
45.438784,12.328398,-19,
45.431949,12.334342,-19,
45.436586,12.326531,-19,
45.436948,12.326273,-19,
45.434544,12.339727,-19,
45.433818,12.339492,-19,
45.433654,12.339808,-19,
45.439165,12.341331,-19,
45.433818,12.339492,-19,
45.433522,12.337485,-19,
45.429494,12.342404,-19,
45.433733,12.338386,-19,
45.429596,12.342479,-19,
45.434102,12.33792,-19,
45.434343,12.339186,-19,
45.433804,12.339819,-19,
45.433846,12.339454,-19,
45.42981,12.342748,-19,
45.429547,12.342479,-19,
45.434166,12.338081,-19,
45.434079,12.338461,-19,
45.434079,12.338461,-19,
45.434079,12.338461,-19,
45.436601,12.339298,-19,
45.434177,12.338376,-19,
45.433818,12.339492,-19,
45.434083,12.338579,-19,
